Old	New
HSA-MIR-3913-1	MIR3913-1
MIR3913-2	MIR3913-2
HSA-MIR-3913-2	MIR3913-2
MIR3914-1	MIR3914-1
HSA-MIR-3914-1	MIR3914-1
MIR3914-2	MIR3914-2
HSA-MIR-3914-2	MIR3914-2
MIR3915	MIR3915
HSA-MIR-3915	MIR3915
MIR3916	MIR3916
HSA-MIR-3916	MIR3916
MIR3917	MIR3917
HSA-MIR-3917	MIR3917
MIR3918	MIR3918
HSA-MIR-3918	MIR3918
MIR3919	MIR3919
HSA-MIR-3919	MIR3919
MIR3920	MIR3920
HSA-MIR-3920	MIR3920
MIR3921	MIR3921
HSA-MIR-3921	MIR3921
MIR3922	MIR3922
HSA-MIR-3922	MIR3922
MIR3923	MIR3923
HSA-MIR-3923	MIR3923
MIR3924	MIR3924
HSA-MIR-3924	MIR3924
MIR3925	MIR3925
HSA-MIR-3925	MIR3925
MIR3926-1	MIR3926-1
HSA-MIR-3926-1	MIR3926-1
MIR3926-2	MIR3926-2
HSA-MIR-3926-2	MIR3926-2
MIR3927	MIR3927
HSA-MIR-3927	MIR3927
MIR3928	MIR3928
HSA-MIR-3928	MIR3928
MIR3929	MIR3929
HSA-MIR-3929	MIR3929
MIR3934	MIR3934
HSA-MIR-3934	MIR3934
MIR3935	MIR3935
HSA-MIR-3935	MIR3935
MIR3936	MIR3936
HSA-MIR-3936	MIR3936
MIR3936HG	MIR3936HG
LOC553103	MIR3936HG
SLC22A5-AS1	MIR3936HG
MIR3937	MIR3937
HSA-MIR-3937	MIR3937
MIR3938	MIR3938
HSA-MIR-3938	MIR3938
MIR3939	MIR3939
HSA-MIR-3939	MIR3939
MIR3940	MIR3940
HSA-MIR-3940	MIR3940
MIR3941	MIR3941
HSA-MIR-3941	MIR3941
MIR3942	MIR3942
HSA-MIR-3942	MIR3942
MIR3943	MIR3943
HSA-MIR-3943	MIR3943
MIR3944	MIR3944
HSA-MIR-3944	MIR3944
MIR3945	MIR3945
HSA-MIR-3945	MIR3945
MIR3945HG	MIR3945HG
MIR3960	MIR3960
HSA-MIR-3960	MIR3960
MIR3972	MIR3972
HSA-MIR-3972	MIR3972
MIR3973	MIR3973
HSA-MIR-3973	MIR3973
MIR3974	MIR3974
HSA-MIR-3974	MIR3974
MIR3975	MIR3975
HSA-MIR-3975	MIR3975
MIR3976	MIR3976
HSA-MIR-3976	MIR3976
MIR3976HG	MIR3976HG
LINC01469	MIR3976HG
MIR3977	MIR3977
HSA-MIR-3977	MIR3977
MIR3978	MIR3978
HSA-MIR-3978	MIR3978
MIR4251	MIR4251
HSA-MIR-4251	MIR4251
MIR4252	MIR4252
HSA-MIR-4252	MIR4252
MIR4253	MIR4253
HSA-MIR-4253	MIR4253
MIR4254	MIR4254
HSA-MIR-4254	MIR4254
MIR4255	MIR4255
HSA-MIR-4255	MIR4255
MIR4256	MIR4256
HSA-MIR-4256	MIR4256
MIR4257	MIR4257
HSA-MIR-4257	MIR4257
MIR4258	MIR4258
HSA-MIR-4258	MIR4258
MIR4259	MIR4259
HSA-MIR-4259	MIR4259
MIR4260	MIR4260
HSA-MIR-4260	MIR4260
MIR4261	MIR4261
HSA-MIR-4261	MIR4261
MIR4262	MIR4262
HSA-MIR-4262	MIR4262
MIR4263	MIR4263
HSA-MIR-4263	MIR4263
MIR4264	MIR4264
HSA-MIR-4264	MIR4264
MIR4265	MIR4265
HSA-MIR-4265	MIR4265
MIR4266	MIR4266
HSA-MIR-4266	MIR4266
MIR4267	MIR4267
HSA-MIR-4267	MIR4267
MIR4268	MIR4268
HSA-MIR-4268	MIR4268
MIR4269	MIR4269
HSA-MIR-4269	MIR4269
MIR4270	MIR4270
HSA-MIR-4270	MIR4270
MIR4271	MIR4271
HSA-MIR-4271	MIR4271
MIR4272	MIR4272
HSA-MIR-4272	MIR4272
MIR4273	MIR4273
HSA-MIR-4273	MIR4273
MIR4274	MIR4274
HSA-MIR-4274	MIR4274
MIR4275	MIR4275
HSA-MIR-4275	MIR4275
MIR4276	MIR4276
HSA-MIR-4276	MIR4276
MIR4277	MIR4277
HSA-MIR-4277	MIR4277
MIR4278	MIR4278
HSA-MIR-4278	MIR4278
MIR4279	MIR4279
HSA-MIR-4279	MIR4279
MIR4280	MIR4280
HSA-MIR-4280	MIR4280
MIR4281	MIR4281
HSA-MIR-4281	MIR4281
MIR4282	MIR4282
HSA-MIR-4282	MIR4282
MIR4283-1	MIR4283-1
HSA-MIR-4283-1	MIR4283-1
MIR4283-2	MIR4283-2
HSA-MIR-4283-2	MIR4283-2
MIR4284	MIR4284
HSA-MIR-4284	MIR4284
MIR4285	MIR4285
HSA-MIR-4285	MIR4285
MIR4286	MIR4286
HSA-MIR-4286	MIR4286
MIR4287	MIR4287
HSA-MIR-4287	MIR4287
MIR4288	MIR4288
HSA-MIR-4288	MIR4288
MIR4289	MIR4289
HSA-MIR-4289	MIR4289
MIR4290	MIR4290
HSA-MIR-4290	MIR4290
MIR4290HG	MIR4290HG
MIR4291	MIR4291
HSA-MIR-4291	MIR4291
MIR4292	MIR4292
HSA-MIR-4292	MIR4292
MIR4293	MIR4293
HSA-MIR-4293	MIR4293
MIR4294	MIR4294
HSA-MIR-4294	MIR4294
MIR4295	MIR4295
HSA-MIR-4295	MIR4295
MIR4296	MIR4296
HSA-MIR-4296	MIR4296
MIR4297	MIR4297
HSA-MIR-4297	MIR4297
MIR4298	MIR4298
HSA-MIR-4298	MIR4298
MIR4299	MIR4299
HSA-MIR-4299	MIR4299
MIR4300	MIR4300
HSA-MIR-4300	MIR4300
MIR4300HG	MIR4300HG
MIR4301	MIR4301
HSA-MIR-4301	MIR4301
MIR4302	MIR4302
HSA-MIR-4302	MIR4302
MIR4303	MIR4303
HSA-MIR-4303	MIR4303
MIR4304	MIR4304
HSA-MIR-4304	MIR4304
MIR4305	MIR4305
HSA-MIR-4305	MIR4305
MIR4306	MIR4306
HSA-MIR-4306	MIR4306
MIR4307	MIR4307
HSA-MIR-4307	MIR4307
MIR4307HG	MIR4307HG
MIR4308	MIR4308
HSA-MIR-4308	MIR4308
MIR4309	MIR4309
HSA-MIR-4309	MIR4309
MIR4310	MIR4310
HSA-MIR-4310	MIR4310
MIR4311	MIR4311
HSA-MIR-4311	MIR4311
MIR4312	MIR4312
HSA-MIR-4312	MIR4312
MIR4313	MIR4313
HSA-MIR-4313	MIR4313
MIR4314	MIR4314
HSA-MIR-4314	MIR4314
MIR4315-1	MIR4315-1
HSA-MIR-4315-1	MIR4315-1
MIR4315-2	MIR4315-2
HSA-MIR-4315-2	MIR4315-2
MIR4316	MIR4316
HSA-MIR-4316	MIR4316
MIR4317	MIR4317
HSA-MIR-4317	MIR4317
MIR4318	MIR4318
HSA-MIR-4318	MIR4318
MIR4319	MIR4319
HSA-MIR-4319	MIR4319
MIR4320	MIR4320
HSA-MIR-4320	MIR4320
MIR4321	MIR4321
HSA-MIR-4321	MIR4321
MIR4322	MIR4322
HSA-MIR-4322	MIR4322
MIR4323	MIR4323
HSA-MIR-4323	MIR4323
MIR4324	MIR4324
HSA-MIR-4324	MIR4324
MIR4325	MIR4325
HSA-MIR-4325	MIR4325
MIR4326	MIR4326
HSA-MIR-4326	MIR4326
MIR4327	MIR4327
HSA-MIR-4327	MIR4327
MIR4328	MIR4328
HSA-MIR-4328	MIR4328
MIR4329	MIR4329
HSA-MIR-4329	MIR4329
MIR4330	MIR4330
HSA-MIR-4330	MIR4330
MIR4418	MIR4418
HSA-MIR-4418	MIR4418
MIR4420	MIR4420
HSA-MIR-4420	MIR4420
MIR4421	MIR4421
HSA-MIR-4421	MIR4421
MIR4422	MIR4422
HSA-MIR-4422	MIR4422
MIR4422HG	MIR4422HG
RP11-101C11.1	MIR4422HG
MIR4423	MIR4423
HSA-MIR-4423	MIR4423
MIR4424	MIR4424
HSA-MIR-4424	MIR4424
MIR4425	MIR4425
HSA-MIR-4425	MIR4425
MIR4426	MIR4426
HSA-MIR-4426	MIR4426
MIR4427	MIR4427
HSA-MIR-4427	MIR4427
MIR4428	MIR4428
HSA-MIR-4428	MIR4428
MIR4429	MIR4429
HSA-MIR-4429	MIR4429
MIR4430	MIR4430
HSA-MIR-4430	MIR4430
MIR4431	MIR4431
HSA-MIR-4431	MIR4431
MIR4432	MIR4432
HSA-MIR-4432	MIR4432
MIR4432HG	MIR4432HG
MIR4433A	MIR4433A
MIR4433	MIR4433A
HSA-MIR-4433	MIR4433A
MIR4433B	MIR4433B
HSA-MIR-4433B	MIR4433B
MIR4434	MIR4434
HSA-MIR-4434	MIR4434
MIR4435-1	MIR4435-1
HSA-MIR-4435-1	MIR4435-1
MIR4435-2	MIR4435-2
HSA-MIR-4435-2	MIR4435-2
MIR4435-2HG	MIR4435-2HG
MIR4435-1HG	MIR4435-2HG
LINC00978	MIR4435-2HG
AGD2	MIR4435-2HG
AK001796	MIR4435-2HG
LNCRNA-AWPPH	MIR4435-2HG
MORRBID	MIR4435-2HG
MIR4436A	MIR4436A
HSA-MIR-4436A	MIR4436A
MIR4436B1	MIR4436B1
MIR4436B	MIR4436B1
HSA-MIR-4436B	MIR4436B1
MIR4436B2	MIR4436B2
HSA-MIR-4436B-2	MIR4436B2
MIR4437	MIR4437
HSA-MIR-4437	MIR4437
MIR4438	MIR4438
HSA-MIR-4438	MIR4438
MIR4439	MIR4439
HSA-MIR-4439	MIR4439
MIR4440	MIR4440
HSA-MIR-4440	MIR4440
MIR4441	MIR4441
HSA-MIR-4441	MIR4441
MIR4442	MIR4442
HSA-MIR-4442	MIR4442
MIR4443	MIR4443
HSA-MIR-4443	MIR4443
MIR4444-1	MIR4444-1
MIR4444	MIR4444-1
HSA-MIR-4444	MIR4444-1
MIR-4444-1	MIR4444-1
MIR4444-2	MIR4444-2
HSA-MIR-4444-2	MIR4444-2
MIR4445	MIR4445
HSA-MIR-4445	MIR4445
MIR4446	MIR4446
HSA-MIR-4446	MIR4446
MIR4447	MIR4447
HSA-MIR-4447	MIR4447
MIR4448	MIR4448
HSA-MIR-4448	MIR4448
MIR4449	MIR4449
HSA-MIR-4449	MIR4449
MIR4450	MIR4450
HSA-MIR-4450	MIR4450
MIR4451	MIR4451
HSA-MIR-4451	MIR4451
MIR4452	MIR4452
HSA-MIR-4452	MIR4452
MIR4453	MIR4453
HSA-MIR-4453	MIR4453
MIR4453HG	MIR4453HG
LINC02486	MIR4453HG
DKFZP434I0714	MIR4453HG
MIR4454	MIR4454
HSA-MIR-4454	MIR4454
MIR4455	MIR4455
HSA-MIR-4455	MIR4455
MIR4456	MIR4456
HSA-MIR-4456	MIR4456
MIR4457	MIR4457
HSA-MIR-4457	MIR4457
MIR4458	MIR4458
HSA-MIR-4458	MIR4458
MIR4458HG	MIR4458HG
MIR4460	MIR4460
HSA-MIR-4460	MIR4460
MIR4462	MIR4462
HSA-MIR-4462	MIR4462
MIR4463	MIR4463
HSA-MIR-4463	MIR4463
MIR4464	MIR4464
HSA-MIR-4464	MIR4464
MIR4465	MIR4465
HSA-MIR-4465	MIR4465
MIR4466	MIR4466
HSA-MIR-4466	MIR4466
MIR4467	MIR4467
HSA-MIR-4467	MIR4467
MIR4468	MIR4468
HSA-MIR-4468	MIR4468
MIR4469	MIR4469
HSA-MIR-4469	MIR4469
MIR4470	MIR4470
HSA-MIR-4470	MIR4470
MIR4471	MIR4471
HSA-MIR-4471	MIR4471
MIR4472-1	MIR4472-1
HSA-MIR-4472-1	MIR4472-1
MIR4472-2	MIR4472-2
HSA-MIR-4472-2	MIR4472-2
MIR4473	MIR4473
HSA-MIR-4473	MIR4473
MIR4474	MIR4474
HSA-MIR-4474	MIR4474
MIR4475	MIR4475
HSA-MIR-4475	MIR4475
MIR4476	MIR4476
HSA-MIR-4476	MIR4476
MIR4477A	MIR4477A
HSA-MIR-4477A	MIR4477A
MIR4477B	MIR4477B
HSA-MIR-4477B	MIR4477B
MIR4478	MIR4478
HSA-MIR-4478	MIR4478
MIR4479	MIR4479
HSA-MIR-4479	MIR4479
MIR4480	MIR4480
HSA-MIR-4480	MIR4480
MIR4481	MIR4481
HSA-MIR-4481	MIR4481
MIR4482	MIR4482
MIR4482-1	MIR4482
HSA-MIR-4482	MIR4482
MIR4483	MIR4483
HSA-MIR-4483	MIR4483
MIR4484	MIR4484
HSA-MIR-4484	MIR4484
MIR4485	MIR4485
HSA-MIR-4485	MIR4485
MIR4486	MIR4486
HSA-MIR-4486	MIR4486
MIR4487	MIR4487
HSA-MIR-4487	MIR4487
MIR4488	MIR4488
HSA-MIR-4488	MIR4488
MIR4489	MIR4489
HSA-MIR-4489	MIR4489
MIR4490	MIR4490
HSA-MIR-4490	MIR4490
MIR4491	MIR4491
HSA-MIR-4491	MIR4491
MIR4492	MIR4492
HSA-MIR-4492	MIR4492
MIR4493	MIR4493
HSA-MIR-4493	MIR4493
MIR4494	MIR4494
HSA-MIR-4494	MIR4494
MIR4495	MIR4495
HSA-MIR-4495	MIR4495
MIR4496	MIR4496
HSA-MIR-4496	MIR4496
MIR4497	MIR4497
HSA-MIR-4497	MIR4497
MIR4498	MIR4498
HSA-MIR-4498	MIR4498
MIR4499	MIR4499
HSA-MIR-4499	MIR4499
MIR4500	MIR4500
HSA-MIR-4500	MIR4500
MIR4500HG	MIR4500HG
MIR4501	MIR4501
HSA-MIR-4501	MIR4501
MIR4502	MIR4502
HSA-MIR-4502	MIR4502
MIR4503	MIR4503
HSA-MIR-4503	MIR4503
MIR4504	MIR4504
HSA-MIR-4504	MIR4504
MIR4505	MIR4505
HSA-MIR-4505	MIR4505
MIR4506	MIR4506
HSA-MIR-4506	MIR4506
MIR4507	MIR4507
HSA-MIR-4507	MIR4507
MIR4508	MIR4508
HSA-MIR-4508	MIR4508
MIR4509-1	MIR4509-1
HSA-MIR-4509-1	MIR4509-1
MIR4509-2	MIR4509-2
HSA-MIR-4509-2	MIR4509-2
MIR4509-3	MIR4509-3
HSA-MIR-4509-3	MIR4509-3
MIR4510	MIR4510
HSA-MIR-4510	MIR4510
MIR4511	MIR4511
HSA-MIR-4511	MIR4511
MIR4512	MIR4512
HSA-MIR-4512	MIR4512
MIR4513	MIR4513
HSA-MIR-4513	MIR4513
MIR4514	MIR4514
HSA-MIR-4514	MIR4514
MIR4515	MIR4515
HSA-MIR-4515	MIR4515
MIR4516	MIR4516
HSA-MIR-4516	MIR4516
MIR4517	MIR4517
HSA-MIR-4517	MIR4517
MIR4518	MIR4518
HSA-MIR-4518	MIR4518
MIR4519	MIR4519
HSA-MIR-4519	MIR4519
MIR4520-1	MIR4520-1
MIR4520A	MIR4520-1
HSA-MIR-4520A	MIR4520-1
MIR4520-2	MIR4520-2
MIR4520B	MIR4520-2
HSA-MIR-4520B	MIR4520-2
MIR4521	MIR4521
HSA-MIR-4521	MIR4521
MIR4522	MIR4522
HSA-MIR-4522	MIR4522
MIR4523	MIR4523
HSA-MIR-4523	MIR4523
MIR4524A	MIR4524A
MIR4524	MIR4524A
HSA-MIR-4524	MIR4524A
MIR4524B	MIR4524B
HSA-MIR-4524B	MIR4524B
MIR4525	MIR4525
HSA-MIR-4525	MIR4525
MIR4526	MIR4526
HSA-MIR-4526	MIR4526
MIR4527	MIR4527
HSA-MIR-4527	MIR4527
MIR4527HG	MIR4527HG
MIR4528	MIR4528
HSA-MIR-4528	MIR4528
MIR4529	MIR4529
HSA-MIR-4529	MIR4529
MIR4530	MIR4530
HSA-MIR-4530	MIR4530
MIR4531	MIR4531
HSA-MIR-4531	MIR4531
MIR4533	MIR4533
HSA-MIR-4533	MIR4533
MIR4534	MIR4534
HSA-MIR-4534	MIR4534
MIR4535	MIR4535
HSA-MIR-4535	MIR4535
MIR4536-1	MIR4536-1
MIR4536	MIR4536-1
HSA-MIR-4536	MIR4536-1
MIR4536-2	MIR4536-2
HSA-MIR-4536-2	MIR4536-2
MIR4537	MIR4537
HSA-MIR-4537	MIR4537
MIR4538	MIR4538
HSA-MIR-4538	MIR4538
MIR4539	MIR4539
HSA-MIR-4539	MIR4539
MIR4540	MIR4540
HSA-MIR-4540	MIR4540
MIR4632	MIR4632
HSA-MIR-4632	MIR4632
MIR4633	MIR4633
HSA-MIR-4633	MIR4633
MIR4634	MIR4634
HSA-MIR-4634	MIR4634
MIR4635	MIR4635
HSA-MIR-4635	MIR4635
MIR4636	MIR4636
HSA-MIR-4636	MIR4636
MIR4637	MIR4637
HSA-MIR-4637	MIR4637
MIR4638	MIR4638
HSA-MIR-4638	MIR4638
MIR4639	MIR4639
HSA-MIR-4639	MIR4639
MIR4640	MIR4640
HSA-MIR-4640	MIR4640
MIR4641	MIR4641
HSA-MIR-4641	MIR4641
MIR4642	MIR4642
HSA-MIR-4642	MIR4642
MIR4643	MIR4643
HSA-MIR-4643	MIR4643
MIR4644	MIR4644
HSA-MIR-4644	MIR4644
MIR4645	MIR4645
HSA-MIR-4645	MIR4645
MIR4646	MIR4646
HSA-MIR-4646	MIR4646
MIR4647	MIR4647
HSA-MIR-4647	MIR4647
MIR4648	MIR4648
HSA-MIR-4648	MIR4648
MIR4649	MIR4649
HSA-MIR-4649	MIR4649
MIR4650-1	MIR4650-1
HSA-MIR-4650-1	MIR4650-1
MIR4650-2	MIR4650-2
HSA-MIR-4650-2	MIR4650-2
MIR4651	MIR4651
HSA-MIR-4651	MIR4651
MIR4652	MIR4652
HSA-MIR-4652	MIR4652
MIR4653	MIR4653
HSA-MIR-4653	MIR4653
MIR4654	MIR4654
HSA-MIR-4654	MIR4654
MIR4655	MIR4655
HSA-MIR-4655	MIR4655
MIR4656	MIR4656
HSA-MIR-4656	MIR4656
MIR4657	MIR4657
HSA-MIR-4657	MIR4657
MIR4658	MIR4658
HSA-MIR-4658	MIR4658
MIR4659A	MIR4659A
HSA-MIR-4659A	MIR4659A
MIR4659B	MIR4659B
HSA-MIR-4659B	MIR4659B
MIR4660	MIR4660
HSA-MIR-4660	MIR4660
MIR4661	MIR4661
HSA-MIR-4661	MIR4661
MIR4662A	MIR4662A
HSA-MIR-4662A	MIR4662A
MIR4662B	MIR4662B
HSA-MIR-4662B	MIR4662B
MIR4663	MIR4663
HSA-MIR-4663	MIR4663
MIR4664	MIR4664
HSA-MIR-4664	MIR4664
MIR4665	MIR4665
HSA-MIR-4665	MIR4665
MIR4666A	MIR4666A
MIR4666	MIR4666A
HSA-MIR-4666	MIR4666A
MIR4666B	MIR4666B
HSA-MIR-4666B	MIR4666B
MIR4667	MIR4667
HSA-MIR-4667	MIR4667
MIR4668	MIR4668
HSA-MIR-4668	MIR4668
MIR4669	MIR4669
HSA-MIR-4669	MIR4669
MIR4670	MIR4670
HSA-MIR-4670	MIR4670
MIR4671	MIR4671
HSA-MIR-4671	MIR4671
MIR4672	MIR4672
HSA-MIR-4672	MIR4672
MIR4673	MIR4673
HSA-MIR-4673	MIR4673
MIR4674	MIR4674
HSA-MIR-4674	MIR4674
MIR4675	MIR4675
HSA-MIR-4675	MIR4675
MIR4676	MIR4676
HSA-MIR-4676	MIR4676
MIR4677	MIR4677
HSA-MIR-4677	MIR4677
MIR4678	MIR4678
HSA-MIR-4678	MIR4678
MIR4679-1	MIR4679-1
HSA-MIR-4679-1	MIR4679-1
MIR4679-2	MIR4679-2
HSA-MIR-4679-2	MIR4679-2
MIR4680	MIR4680
HSA-MIR-4680	MIR4680
MIR4681	MIR4681
HSA-MIR-4681	MIR4681
MIR4682	MIR4682
HSA-MIR-4682	MIR4682
MIR4683	MIR4683
HSA-MIR-4683	MIR4683
MIR4684	MIR4684
HSA-MIR-4684	MIR4684
MIR4685	MIR4685
HSA-MIR-4685	MIR4685
MIR4686	MIR4686
HSA-MIR-4686	MIR4686
MIR4687	MIR4687
HSA-MIR-4687	MIR4687
MIR4688	MIR4688
HSA-MIR-4688	MIR4688
MIR4689	MIR4689
HSA-MIR-4689	MIR4689
MIR4690	MIR4690
HSA-MIR-4690	MIR4690
MIR4691	MIR4691
HSA-MIR-4691	MIR4691
MIR4692	MIR4692
HSA-MIR-4692	MIR4692
MIR4693	MIR4693
HSA-MIR-4693	MIR4693
MIR4694	MIR4694
HSA-MIR-4694	MIR4694
MIR4695	MIR4695
HSA-MIR-4695	MIR4695
MIR4696	MIR4696
HSA-MIR-4696	MIR4696
MIR4697	MIR4697
HSA-MIR-4697	MIR4697
MIR4697HG	MIR4697HG
LINC00947	MIR4697HG
LOC283174	MIR4697HG
MIR4698	MIR4698
HSA-MIR-4698	MIR4698
MIR4699	MIR4699
HSA-MIR-4699	MIR4699
MIR4700	MIR4700
HSA-MIR-4700	MIR4700
MIR4701	MIR4701
HSA-MIR-4701	MIR4701
MIR4703	MIR4703
HSA-MIR-4703	MIR4703
MIR4704	MIR4704
HSA-MIR-4704	MIR4704
MIR4705	MIR4705
HSA-MIR-4705	MIR4705
MIR4706	MIR4706
HSA-MIR-4706	MIR4706
MIR4707	MIR4707
HSA-MIR-4707	MIR4707
MIR4708	MIR4708
HSA-MIR-4708	MIR4708
MIR4709	MIR4709
HSA-MIR-4709	MIR4709
MIR4710	MIR4710
HSA-MIR-4710	MIR4710
MIR4711	MIR4711
HSA-MIR-4711	MIR4711
MIR4712	MIR4712
HSA-MIR-4712	MIR4712
MIR4713	MIR4713
HSA-MIR-4713	MIR4713
MIR4713HG	MIR4713HG
RP11-108K3.1	MIR4713HG
MIR4714	MIR4714
HSA-MIR-4714	MIR4714
MIR4715	MIR4715
HSA-MIR-4715	MIR4715
MIR4716	MIR4716
HSA-MIR-4716	MIR4716
MIR4717	MIR4717
HSA-MIR-4717	MIR4717
MIR4718	MIR4718
HSA-MIR-4718	MIR4718
MIR4719	MIR4719
HSA-MIR-4719	MIR4719
MIR4720	MIR4720
HSA-MIR-4720	MIR4720
MIR4721	MIR4721
HSA-MIR-4721	MIR4721
MIR4722	MIR4722
HSA-MIR-4722	MIR4722
MIR4723	MIR4723
HSA-MIR-4723	MIR4723
MIR4724	MIR4724
HSA-MIR-4724	MIR4724
MIR4725	MIR4725
HSA-MIR-4725	MIR4725
MIR4726	MIR4726
HSA-MIR-4726	MIR4726
MIR4727	MIR4727
HSA-MIR-4727	MIR4727
MIR4728	MIR4728
HSA-MIR-4728	MIR4728
MIR4729	MIR4729
HSA-MIR-4729	MIR4729
MIR4730	MIR4730
HSA-MIR-4730	MIR4730
MIR4731	MIR4731
HSA-MIR-4731	MIR4731
MIR4732	MIR4732
HSA-MIR-4732	MIR4732
MIR4733	MIR4733
HSA-MIR-4733	MIR4733
MIR4734	MIR4734
HSA-MIR-4734	MIR4734
MIR4735	MIR4735
HSA-MIR-4735	MIR4735
MIR4736	MIR4736
HSA-MIR-4736	MIR4736
MIR4737	MIR4737
HSA-MIR-4737	MIR4737
MIR4738	MIR4738
HSA-MIR-4738	MIR4738
MIR4739	MIR4739
HSA-MIR-4739	MIR4739
MIR4740	MIR4740
HSA-MIR-4740	MIR4740
MIR4741	MIR4741
HSA-MIR-4741	MIR4741
MIR4742	MIR4742
HSA-MIR-4742	MIR4742
MIR4743	MIR4743
HSA-MIR-4743	MIR4743
MIR4744	MIR4744
HSA-MIR-4744	MIR4744
MIR4745	MIR4745
HSA-MIR-4745	MIR4745
MIR4746	MIR4746
HSA-MIR-4746	MIR4746
MIR4747	MIR4747
HSA-MIR-4747	MIR4747
MIR4748	MIR4748
HSA-MIR-4748	MIR4748
MIR4749	MIR4749
HSA-MIR-4749	MIR4749
MIR4750	MIR4750
HSA-MIR-4750	MIR4750
MIR4751	MIR4751
HSA-MIR-4751	MIR4751
MIR4752	MIR4752
HSA-MIR-4752	MIR4752
MIR4753	MIR4753
HSA-MIR-4753	MIR4753
MIR4754	MIR4754
HSA-MIR-4754	MIR4754
MIR4755	MIR4755
HSA-MIR-4755	MIR4755
MIR4756	MIR4756
HSA-MIR-4756	MIR4756
MIR4757	MIR4757
HSA-MIR-4757	MIR4757
MIR4758	MIR4758
HSA-MIR-4758	MIR4758
MIR4759	MIR4759
HSA-MIR-4759	MIR4759
MIR4760	MIR4760
HSA-MIR-4760	MIR4760
MIR4761	MIR4761
HSA-MIR-4761	MIR4761
MIR4762	MIR4762
HSA-MIR-4762	MIR4762
MIR4763	MIR4763
HSA-MIR-4763	MIR4763
MIR4764	MIR4764
HSA-MIR-4764	MIR4764
MIR4765	MIR4765
HSA-MIR-4765	MIR4765
MIR4766	MIR4766
HSA-MIR-4766	MIR4766
MIR4767	MIR4767
HSA-MIR-4767	MIR4767
MIR4768	MIR4768
HSA-MIR-4768	MIR4768
MIR4769	MIR4769
HSA-MIR-4769	MIR4769
MIR4770	MIR4770
HSA-MIR-4770	MIR4770
MIR4771-1	MIR4771-1
HSA-MIR-4771-1	MIR4771-1
MIR4771-2	MIR4771-2
HSA-MIR-4771-2	MIR4771-2
MIR4772	MIR4772
HSA-MIR-4772	MIR4772
MIR4773-1	MIR4773-1
HSA-MIR-4773-1	MIR4773-1
MIR4773-2	MIR4773-2
HSA-MIR-4773-2	MIR4773-2
MIR4774	MIR4774
HSA-MIR-4774	MIR4774
MIR4775	MIR4775
HSA-MIR-4775	MIR4775
MIR4776-1	MIR4776-1
HSA-MIR-4776-1	MIR4776-1
MIR4776-2	MIR4776-2
HSA-MIR-4776-2	MIR4776-2
MIR4777	MIR4777
HSA-MIR-4777	MIR4777
MIR4778	MIR4778
HSA-MIR-4778	MIR4778
MIR4779	MIR4779
HSA-MIR-4779	MIR4779
MIR4780	MIR4780
HSA-MIR-4780	MIR4780
MIR4781	MIR4781
HSA-MIR-4781	MIR4781
MIR4782	MIR4782
HSA-MIR-4782	MIR4782
MIR4783	MIR4783
HSA-MIR-4783	MIR4783
MIR4784	MIR4784
HSA-MIR-4784	MIR4784
MIR4785	MIR4785
HSA-MIR-4785	MIR4785
MIR4786	MIR4786
HSA-MIR-4786	MIR4786
MIR4787	MIR4787
HSA-MIR-4787	MIR4787
MIR4788	MIR4788
HSA-MIR-4788	MIR4788
MIR4789	MIR4789
HSA-MIR-4789	MIR4789
MIR4790	MIR4790
HSA-MIR-4790	MIR4790
MIR4791	MIR4791
HSA-MIR-4791	MIR4791
MIR4793	MIR4793
HSA-MIR-4793	MIR4793
MIR4794	MIR4794
HSA-MIR-4794	MIR4794
MIR4795	MIR4795
HSA-MIR-4795	MIR4795
MIR4796	MIR4796
HSA-MIR-4796	MIR4796
MIR4797	MIR4797
HSA-MIR-4797	MIR4797
MIR4798	MIR4798
HSA-MIR-4798	MIR4798
MIR4799	MIR4799
HSA-MIR-4799	MIR4799
MIR4800	MIR4800
HSA-MIR-4800	MIR4800
MIR4801	MIR4801
HSA-MIR-4801	MIR4801
MIR4802	MIR4802
HSA-MIR-4802	MIR4802
MIR4803	MIR4803
HSA-MIR-4803	MIR4803
MIR4804	MIR4804
HSA-MIR-4804	MIR4804
MIR4999	MIR4999
HSA-MIR-4999	MIR4999
MIR5000	MIR5000
HSA-MIR-5000	MIR5000
MIR5001	MIR5001
HSA-MIR-5001	MIR5001
MIR5002	MIR5002
HSA-MIR-5002	MIR5002
MIR5003	MIR5003
HSA-MIR-5003	MIR5003
MIR5004	MIR5004
HSA-MIR-5004	MIR5004
MIR5006	MIR5006
HSA-MIR-5006	MIR5006
MIR5007	MIR5007
HSA-MIR-5007	MIR5007
MIR5008	MIR5008
HSA-MIR-5008	MIR5008
MIR5009	MIR5009
HSA-MIR-5009	MIR5009
MIR5010	MIR5010
HSA-MIR-5010	MIR5010
MIR5011	MIR5011
HSA-MIR-5011	MIR5011
MIR5047	MIR5047
HSA-MIR-5047	MIR5047
MIR5087	MIR5087
HSA-MIR-5087	MIR5087
MIR5088	MIR5088
HSA-MIR-5088	MIR5088
MIR5089	MIR5089
HSA-MIR-5089	MIR5089
MIR5090	MIR5090
HSA-MIR-5090	MIR5090
MIR5091	MIR5091
HSA-MIR-5091	MIR5091
